DateTime (Hour),"Air temperature, Ta [°C]","Rainfall, P [mm]",Relative Humidity [%],"Wind Speed, Ws [m/s]",Solar radiation [W/m2],VPD [Kpa]
'15-Dec-2016 05:00:00',10.37,0.0,74.61,0.107,0.35,1.02
'15-Dec-2016 06:00:00',11.04,0.0,70.32,0.346,13.76,1.03
'15-Dec-2016 07:00:00',11.86,0.0,65.12,1.128,35.21,1.06
'15-Dec-2016 08:00:00',13.58,0.0,54.70,1.650,78.33,1.12
'15-Dec-2016 09:00:00',14.72,0.0,51.60,2.701,227.53,1.20
'15-Dec-2016 10:00:00',15.97,0.0,47.16,2.357,584.35,1.31
'15-Dec-2016 11:00:00',16.89,0.0,44.00,3.027,747.88,1.39
'15-Dec-2016 12:00:00',17.81,0.0,42.58,3.797,847.25,1.48
'15-Dec-2016 13:00:00',18.55,0.0,43.84,3.356,885.88,1.59
'15-Dec-2016 14:00:00',18.98,0.0,45.39,3.216,851.38,1.67
'15-Dec-2016 15:00:00',19.28,0.0,45.61,4.184,826.50,1.71
'15-Dec-2016 16:00:00',18.56,0.0,48.74,4.603,645.25,1.64
'15-Dec-2016 17:00:00',17.17,0.0,52.34,5.005,399.01,1.49
'15-Dec-2016 18:00:00',16.48,0.0,53.98,4.424,198.78,1.43
'15-Dec-2016 19:00:00',15.37,0.0,58.24,4.093,72.28,1.34
'15-Dec-2016 20:00:00',14.38,0.0,61.03,4.171,15.15,1.25
'15-Dec-2016 21:00:00',13.50,0.0,62.89,2.754,0.54,1.18
'15-Dec-2016 22:00:00',12.76,0.0,66.92,1.344,0.00,1.15
'15-Dec-2016 23:00:00',12.67,0.0,70.57,1.789,0.00,1.18
'16-Dec-2016 00:00:00',12.39,0.0,70.19,1.272,0.00,1.15
'16-Dec-2016 01:00:00',11.59,0.0,72.44,0.661,0.00,1.10
'16-Dec-2016 02:00:00',10.88,0.0,75.86,0.314,0.00,1.07
'16-Dec-2016 03:00:00',10.53,0.0,78.09,0.129,0.00,1.06
'16-Dec-2016 04:00:00',9.52,0.0,82.17,0.019,0.00,1.02
'16-Dec-2016 05:00:00',8.90,0.0,84.78,0.008,0.29,1.00
'16-Dec-2016 06:00:00',8.92,0.0,85.58,0.000,11.17,1.01
'16-Dec-2016 07:00:00',10.74,0.0,79.45,0.262,37.31,1.10
'16-Dec-2016 08:00:00',13.21,0.0,70.69,0.824,46.16,1.25
'16-Dec-2016 09:00:00',15.78,0.0,61.91,0.550,133.18,1.43
'16-Dec-2016 10:00:00',18.48,0.0,55.37,1.086,583.63,1.70
'16-Dec-2016 11:00:00',21.35,0.0,50.82,1.297,710.00,2.07
'16-Dec-2016 12:00:00',24.19,0.0,47.77,1.765,707.88,2.52
'16-Dec-2016 13:00:00',25.02,0.0,48.86,1.899,508.81,2.68
'16-Dec-2016 14:00:00',24.38,0.0,50.39,0.795,311.23,2.57
'16-Dec-2016 15:00:00',24.25,0.0,52.75,0.445,98.74,2.57
'16-Dec-2016 16:00:00',24.18,0.0,50.12,1.838,103.69,2.54
'16-Dec-2016 17:00:00',22.82,0.0,51.39,0.566,88.38,2.31
'16-Dec-2016 18:00:00',23.37,0.0,54.03,2.983,147.41,2.43
'16-Dec-2016 19:00:00',22.96,0.0,53.94,2.566,62.30,2.36
'16-Dec-2016 20:00:00',22.17,0.0,57.12,1.306,21.78,2.25
'16-Dec-2016 21:00:00',21.27,0.0,61.43,0.625,0.20,2.16
'16-Dec-2016 22:00:00',18.58,0.0,75.83,0.015,0.00,1.92
'16-Dec-2016 23:00:00',17.19,0.0,79.18,0.157,0.00,1.77
'17-Dec-2016 00:00:00',15.69,0.0,85.65,0.105,0.00,1.65
'17-Dec-2016 01:00:00',15.94,0.0,85.53,0.047,0.00,1.68
'17-Dec-2016 02:00:00',16.58,0.0,85.43,1.168,0.00,1.75
'17-Dec-2016 03:00:00',16.90,0.0,84.80,0.854,0.00,1.78
'17-Dec-2016 04:00:00',16.69,0.0,84.58,0.722,0.00,1.75
'17-Dec-2016 05:00:00',16.50,0.0,85.60,0.245,0.12,1.74
'17-Dec-2016 06:00:00',16.71,0.0,72.93,0.608,12.34,1.67
'17-Dec-2016 07:00:00',16.04,0.0,66.78,0.930,40.89,1.50
'17-Dec-2016 08:00:00',15.80,0.0,69.29,1.297,99.96,1.50
'17-Dec-2016 09:00:00',16.45,0.0,64.54,1.902,190.35,1.54
'17-Dec-2016 10:00:00',18.54,0.0,52.57,1.972,546.50,1.68
'17-Dec-2016 11:00:00',20.02,0.0,50.15,2.350,693.13,1.87
'17-Dec-2016 12:00:00',19.48,0.0,55.83,2.315,531.05,1.86
'17-Dec-2016 13:00:00',17.61,0.0,63.55,2.614,538.24,1.68
'17-Dec-2016 14:00:00',18.22,0.0,51.72,2.919,604.13,1.64
'17-Dec-2016 15:00:00',18.57,0.0,45.86,3.241,804.25,1.62
'17-Dec-2016 16:00:00',17.63,0.0,47.38,3.600,727.38,1.52
'17-Dec-2016 17:00:00',16.80,0.0,45.79,3.658,512.40,1.40
'17-Dec-2016 18:00:00',15.76,0.0,45.23,2.907,184.65,1.26
'17-Dec-2016 19:00:00',14.83,0.0,49.43,3.108,59.92,1.20
'17-Dec-2016 20:00:00',13.77,0.0,47.31,2.816,14.63,1.07
'17-Dec-2016 21:00:00',12.53,0.0,56.63,1.876,0.43,1.03
'17-Dec-2016 22:00:00',11.67,0.0,57.89,0.679,0.00,0.96
'17-Dec-2016 23:00:00',12.25,0.0,61.23,0.965,0.00,1.06
'18-Dec-2016 00:00:00',11.90,0.0,66.31,1.720,0.00,1.11
'18-Dec-2016 01:00:00',10.72,0.2,75.11,0.420,0.00,1.07
'18-Dec-2016 02:00:00',10.20,0.8,81.71,0.413,0.00,1.08
'18-Dec-2016 03:00:00',9.79,0.2,89.58,0.169,0.00,1.11
'18-Dec-2016 04:00:00',10.16,0.0,88.63,0.117,0.00,1.14
'18-Dec-2016 05:00:00',10.05,0.4,84.01,0.097,0.25,1.09
'18-Dec-2016 06:00:00',8.74,0.0,85.53,0.002,12.53,0.99
'18-Dec-2016 07:00:00',10.87,0.0,71.00,1.087,36.06,1.05
'18-Dec-2016 08:00:00',13.01,0.0,59.24,2.059,49.05,1.13
'18-Dec-2016 09:00:00',13.67,0.0,55.34,1.885,127.23,1.15
'18-Dec-2016 10:00:00',14.89,0.0,51.15,1.576,486.44,1.24
'18-Dec-2016 11:00:00',15.41,0.0,48.91,1.449,414.28,1.27
'18-Dec-2016 12:00:00',15.74,0.0,47.76,1.823,397.46,1.29
'18-Dec-2016 13:00:00',16.75,0.0,47.54,2.096,668.50,1.41
'18-Dec-2016 14:00:00',17.57,0.0,44.22,2.942,780.50,1.49
'18-Dec-2016 15:00:00',17.76,0.0,40.83,2.738,806.50,1.47
'18-Dec-2016 16:00:00',17.48,0.0,39.55,2.925,729.13,1.41
'18-Dec-2016 17:00:00',17.12,0.0,38.84,3.202,589.38,1.36
'18-Dec-2016 18:00:00',16.32,0.0,41.88,3.310,237.28,1.29
'18-Dec-2016 19:00:00',15.21,0.0,45.18,3.299,64.84,1.19
'18-Dec-2016 20:00:00',14.33,0.0,49.90,2.549,12.99,1.15
'18-Dec-2016 21:00:00',12.69,0.0,59.15,1.661,0.32,1.07
'18-Dec-2016 22:00:00',12.17,0.0,62.38,0.810,0.00,1.05
'18-Dec-2016 23:00:00',11.47,0.0,63.86,1.214,0.00,1.00
'19-Dec-2016 00:00:00',11.03,0.0,66.94,0.665,0.00,0.99
'19-Dec-2016 01:00:00',10.34,0.0,72.06,0.213,0.00,0.99
'19-Dec-2016 02:00:00',9.10,0.0,78.57,0.017,0.00,0.95
'19-Dec-2016 03:00:00',8.70,0.0,81.30,0.038,0.00,0.95
'19-Dec-2016 04:00:00',7.49,0.0,85.25,0.010,0.00,0.90
'19-Dec-2016 05:00:00',8.40,0.0,79.44,0.619,0.23,0.92
'19-Dec-2016 06:00:00',8.82,0.0,77.33,0.661,10.32,0.92
'19-Dec-2016 07:00:00',10.66,0.0,70.32,1.767,28.70,1.00
'19-Dec-2016 08:00:00',13.61,0.0,61.26,0.775,37.70,1.20
'19-Dec-2016 09:00:00',19.34,0.0,46.63,4.670,127.90,1.73
'19-Dec-2016 10:00:00',21.53,0.0,42.04,4.641,493.63,2.01
'19-Dec-2016 11:00:00',23.73,0.0,33.81,4.959,705.00,2.30
'19-Dec-2016 12:00:00',24.91,0.0,31.55,5.459,804.63,2.48
'19-Dec-2016 13:00:00',26.67,0.0,28.70,4.925,890.50,2.80
'19-Dec-2016 14:00:00',28.06,0.0,25.16,5.035,888.88,3.06
'19-Dec-2016 15:00:00',28.49,0.0,23.01,5.152,731.75,3.13
'19-Dec-2016 16:00:00',28.67,0.0,22.67,4.669,529.38,3.17
'19-Dec-2016 17:00:00',28.95,0.0,21.61,3.952,385.90,3.22
'19-Dec-2016 18:00:00',28.77,0.0,19.81,3.254,115.13,3.16
'19-Dec-2016 19:00:00',28.63,0.0,18.79,2.809,63.15,3.12
'19-Dec-2016 20:00:00',27.31,0.0,23.22,2.987,15.79,2.87
'19-Dec-2016 21:00:00',24.80,0.0,29.05,2.057,0.20,2.45
'19-Dec-2016 22:00:00',21.82,0.0,38.18,0.714,0.00,2.01
'19-Dec-2016 23:00:00',19.88,0.0,44.74,0.004,0.00,1.78
'20-Dec-2016 00:00:00',20.98,0.0,39.36,0.096,0.00,1.92
'20-Dec-2016 01:00:00',22.11,0.0,35.09,0.280,0.00,2.04
'20-Dec-2016 02:00:00',21.42,0.0,39.04,0.635,0.00,1.99
'20-Dec-2016 03:00:00',21.22,0.0,36.71,0.255,0.00,1.91
'20-Dec-2016 04:00:00',19.73,0.0,52.78,1.291,0.00,1.88
'20-Dec-2016 05:00:00',17.75,0.0,72.71,0.425,0.09,1.80
'20-Dec-2016 06:00:00',16.18,0.4,87.03,0.674,4.02,1.72
'20-Dec-2016 07:00:00',15.51,0.8,90.70,0.646,10.54,1.68
'20-Dec-2016 08:00:00',15.00,0.0,89.10,1.373,25.94,1.61
'20-Dec-2016 09:00:00',14.01,0.2,89.90,1.333,74.48,1.51
'20-Dec-2016 10:00:00',13.97,0.0,87.25,1.323,101.28,1.48
'20-Dec-2016 11:00:00',16.00,0.0,69.97,1.274,375.98,1.58
'20-Dec-2016 12:00:00',18.43,0.0,56.99,1.510,694.00,1.75
'20-Dec-2016 13:00:00',19.08,0.2,51.44,1.669,779.00,1.76
'20-Dec-2016 14:00:00',20.51,0.0,45.11,1.301,870.00,1.90
'20-Dec-2016 15:00:00',21.12,0.0,42.22,1.520,814.88,1.96
'20-Dec-2016 16:00:00',21.33,0.0,38.82,1.708,714.88,1.95
'20-Dec-2016 17:00:00',21.06,0.0,39.30,1.593,574.13,1.91
'20-Dec-2016 18:00:00',20.41,0.0,40.62,1.521,246.41,1.82
'20-Dec-2016 19:00:00',19.21,0.0,44.49,1.243,50.92,1.68
'20-Dec-2016 20:00:00',17.65,0.0,56.87,1.243,14.92,1.62
'20-Dec-2016 21:00:00',15.83,0.0,69.04,0.572,0.42,1.50
'20-Dec-2016 22:00:00',14.59,0.0,74.58,0.000,0.00,1.42
'20-Dec-2016 23:00:00',16.04,0.0,66.35,0.769,0.00,1.50
'21-Dec-2016 00:00:00',15.80,0.0,60.35,1.361,0.00,1.42
'21-Dec-2016 01:00:00',15.13,0.0,59.59,0.954,0.00,1.33
'21-Dec-2016 02:00:00',14.11,0.0,63.04,0.514,0.00,1.25
'21-Dec-2016 03:00:00',14.37,0.0,65.85,0.873,0.00,1.31
'21-Dec-2016 04:00:00',14.41,0.0,64.76,0.633,0.00,1.30
'21-Dec-2016 05:00:00',13.77,0.0,67.35,0.445,0.18,1.26
'21-Dec-2016 06:00:00',13.74,0.0,70.12,0.883,8.84,1.28
'21-Dec-2016 07:00:00',14.32,0.0,72.53,1.077,39.89,1.37
'21-Dec-2016 08:00:00',15.27,0.0,69.66,0.989,103.31,1.45
'21-Dec-2016 09:00:00',15.40,0.0,67.68,1.260,149.45,1.45
'21-Dec-2016 10:00:00',16.91,0.0,61.83,1.509,377.30,1.58
'21-Dec-2016 11:00:00',17.86,0.0,59.11,2.068,588.18,1.67
'21-Dec-2016 12:00:00',18.96,0.0,52.46,2.079,798.75,1.74
'21-Dec-2016 13:00:00',19.66,0.0,48.98,2.148,767.00,1.80
'21-Dec-2016 14:00:00',20.19,0.0,47.54,1.837,819.38,1.87
'21-Dec-2016 15:00:00',20.47,0.0,46.09,2.003,817.50,1.89
'21-Dec-2016 16:00:00',20.61,0.0,44.85,1.812,713.63,1.90
'21-Dec-2016 17:00:00',20.43,0.0,47.42,2.237,637.00,1.90
'21-Dec-2016 18:00:00',18.57,0.0,54.36,2.853,303.54,1.70
'21-Dec-2016 19:00:00',17.32,0.0,57.06,3.155,106.96,1.56
'21-Dec-2016 20:00:00',15.82,0.0,58.76,2.849,13.46,1.40
'21-Dec-2016 21:00:00',14.45,0.0,66.30,1.516,0.42,1.33
'21-Dec-2016 22:00:00',12.75,0.0,75.58,0.000,0.00,1.24
'21-Dec-2016 23:00:00',11.87,0.0,80.44,0.195,0.00,1.21
'22-Dec-2016 00:00:00',12.69,0.0,79.45,0.311,0.00,1.27
'22-Dec-2016 01:00:00',11.84,0.0,84.25,0.000,0.00,1.24
'22-Dec-2016 02:00:00',11.89,0.0,84.73,0.000,0.00,1.24
'22-Dec-2016 03:00:00',12.28,0.0,83.68,0.000,0.00,1.27
'22-Dec-2016 04:00:00',12.61,0.0,82.65,0.000,0.00,1.29
'22-Dec-2016 05:00:00',13.06,0.0,80.83,0.000,0.12,1.32
'22-Dec-2016 06:00:00',13.43,0.0,79.11,0.111,8.79,1.34
'22-Dec-2016 07:00:00',13.93,0.0,77.34,0.314,45.01,1.37
'22-Dec-2016 08:00:00',14.63,0.0,74.93,1.187,116.86,1.43
'22-Dec-2016 09:00:00',15.66,0.0,68.02,1.461,212.31,1.47
'22-Dec-2016 10:00:00',16.49,0.0,64.50,2.323,363.09,1.54
'22-Dec-2016 11:00:00',17.96,0.0,59.36,2.526,733.13,1.67
'22-Dec-2016 12:00:00',19.24,0.0,56.03,2.812,812.50,1.81
'22-Dec-2016 13:00:00',20.29,0.0,53.47,2.309,883.13,1.93
'22-Dec-2016 14:00:00',20.76,0.0,54.51,3.298,878.00,2.01
'22-Dec-2016 15:00:00',21.14,0.0,54.45,3.283,821.38,2.07
'22-Dec-2016 16:00:00',20.94,0.0,55.24,3.742,718.75,2.05
'22-Dec-2016 17:00:00',20.07,0.0,58.54,4.184,580.50,1.95
'22-Dec-2016 18:00:00',19.16,0.0,59.96,3.515,238.50,1.83
'22-Dec-2016 19:00:00',18.33,0.0,62.52,3.524,73.92,1.75
'22-Dec-2016 20:00:00',16.81,0.0,69.46,2.821,12.39,1.62
'22-Dec-2016 21:00:00',15.46,0.0,75.06,2.594,0.44,1.52
'22-Dec-2016 22:00:00',14.75,0.0,78.53,1.732,0.00,1.47
'22-Dec-2016 23:00:00',14.24,0.0,81.98,1.177,0.00,1.45
'23-Dec-2016 00:00:00',14.32,0.0,80.93,1.513,0.00,1.45
'23-Dec-2016 01:00:00',13.99,0.0,78.43,0.935,0.00,1.39
'23-Dec-2016 02:00:00',13.07,0.0,81.55,0.309,0.00,1.33
'23-Dec-2016 03:00:00',12.17,0.0,85.50,0.086,0.00,1.28
'23-Dec-2016 04:00:00',11.78,0.0,87.15,0.083,0.00,1.26
'23-Dec-2016 05:00:00',11.52,0.0,88.68,0.010,0.20,1.25
'23-Dec-2016 06:00:00',11.31,0.0,89.43,0.020,9.93,1.24
'23-Dec-2016 07:00:00',13.07,0.0,85.85,0.945,48.88,1.38
'23-Dec-2016 08:00:00',15.16,0.0,80.89,2.278,114.81,1.55
'23-Dec-2016 09:00:00',17.27,0.0,72.12,1.485,116.66,1.71
'23-Dec-2016 10:00:00',20.25,0.0,62.21,1.371,580.00,2.02
'23-Dec-2016 11:00:00',23.99,0.0,52.99,1.434,719.25,2.54
'23-Dec-2016 12:00:00',27.09,0.0,46.82,2.012,821.00,3.08
'23-Dec-2016 13:00:00',29.39,0.0,41.63,0.827,873.75,3.54
'23-Dec-2016 14:00:00',31.04,0.0,39.14,1.166,863.25,3.91
'23-Dec-2016 15:00:00',31.89,0.0,35.62,1.163,808.63,4.11
'23-Dec-2016 16:00:00',31.02,0.0,38.57,2.323,608.88,3.92
'23-Dec-2016 17:00:00',27.49,0.0,48.24,3.113,347.80,3.17
'23-Dec-2016 18:00:00',26.07,0.0,47.29,2.085,177.83,2.86
'23-Dec-2016 19:00:00',24.80,0.0,49.96,2.301,91.74,2.64
'23-Dec-2016 20:00:00',24.14,0.0,48.16,0.632,34.93,2.51
'23-Dec-2016 21:00:00',22.16,0.0,53.22,0.019,0.44,2.22
'23-Dec-2016 22:00:00',21.23,0.0,55.85,0.015,0.00,2.09
'23-Dec-2016 23:00:00',19.52,0.0,63.23,0.000,0.00,1.91
'24-Dec-2016 00:00:00',19.67,0.0,63.43,0.053,0.00,1.94
'24-Dec-2016 01:00:00',18.78,0.0,71.35,0.034,0.00,1.91
'24-Dec-2016 02:00:00',18.31,0.0,86.48,0.024,0.00,1.98
'24-Dec-2016 03:00:00',17.60,0.0,91.10,0.002,0.00,1.93
'24-Dec-2016 04:00:00',17.03,0.0,93.30,0.000,0.00,1.88
'24-Dec-2016 05:00:00',16.84,0.0,94.20,0.004,0.10,1.87
'24-Dec-2016 06:00:00',15.99,0.0,93.55,0.000,9.12,1.76
'24-Dec-2016 07:00:00',17.57,0.0,89.28,0.148,37.57,1.93
'24-Dec-2016 08:00:00',22.01,0.0,67.02,1.162,157.13,2.35
'24-Dec-2016 09:00:00',23.39,0.0,63.79,0.507,79.79,2.53
'24-Dec-2016 10:00:00',24.73,0.0,58.44,1.509,165.71,2.74
'24-Dec-2016 11:00:00',30.05,0.0,36.42,1.068,590.70,3.68
'24-Dec-2016 12:00:00',31.63,0.0,33.61,3.510,832.38,4.03
'24-Dec-2016 13:00:00',33.90,0.0,25.22,4.391,874.13,4.56
'24-Dec-2016 14:00:00',34.43,0.0,23.51,4.108,867.50,4.70
'24-Dec-2016 15:00:00',35.28,0.0,21.28,2.776,783.63,4.94
'24-Dec-2016 16:00:00',35.36,0.0,20.47,3.192,709.25,4.95
'24-Dec-2016 17:00:00',35.25,0.0,20.76,2.528,566.25,4.93
'24-Dec-2016 18:00:00',32.33,0.0,31.73,1.140,290.51,4.18
'24-Dec-2016 19:00:00',31.71,0.0,34.30,1.390,56.54,4.04
'24-Dec-2016 20:00:00',30.67,0.0,39.89,0.624,15.37,3.85
'24-Dec-2016 21:00:00',24.03,0.0,67.25,0.261,0.44,2.70
'24-Dec-2016 22:00:00',21.22,0.0,79.88,0.169,0.00,2.33
'24-Dec-2016 23:00:00',19.76,0.0,85.45,0.662,0.00,2.17
'25-Dec-2016 00:00:00',18.32,0.0,91.40,0.871,0.00,2.03
'25-Dec-2016 01:00:00',17.57,0.0,93.03,0.702,0.00,1.94
'25-Dec-2016 02:00:00',17.29,0.0,93.78,0.499,0.00,1.92
'25-Dec-2016 03:00:00',17.74,0.0,91.78,0.576,0.00,1.96
'25-Dec-2016 04:00:00',17.75,0.0,90.85,0.119,0.00,1.95
'25-Dec-2016 05:00:00',17.41,0.0,91.63,0.046,0.16,1.91
'25-Dec-2016 06:00:00',16.89,0.0,93.65,0.000,10.99,1.87
'25-Dec-2016 07:00:00',17.75,0.0,92.63,0.000,35.68,1.97
'25-Dec-2016 08:00:00',20.44,0.0,78.54,0.269,43.20,2.22
'25-Dec-2016 09:00:00',26.04,0.0,52.64,2.269,99.83,2.97
'25-Dec-2016 10:00:00',29.87,0.0,36.80,4.311,579.38,3.59
'25-Dec-2016 11:00:00',31.61,0.0,33.75,4.079,715.63,4.00
'25-Dec-2016 12:00:00',33.20,0.0,30.60,3.732,817.25,4.41
'25-Dec-2016 13:00:00',34.42,0.0,28.19,3.292,871.63,4.75
'25-Dec-2016 14:00:00',35.26,0.0,26.57,3.061,869.25,4.98
'25-Dec-2016 15:00:00',35.64,0.0,24.88,2.788,730.25,5.09
'25-Dec-2016 16:00:00',36.27,0.0,23.81,2.848,655.50,5.28
'25-Dec-2016 17:00:00',36.36,0.0,22.56,2.622,559.00,5.29
'25-Dec-2016 18:00:00',36.03,0.0,22.05,2.992,233.64,5.18
'25-Dec-2016 19:00:00',35.38,0.0,21.55,3.112,40.03,4.97
'25-Dec-2016 20:00:00',34.16,0.0,23.23,1.665,13.60,4.61
'25-Dec-2016 21:00:00',30.88,0.0,29.43,0.021,0.31,3.78
'25-Dec-2016 22:00:00',28.17,0.0,36.18,0.044,0.00,3.19
'25-Dec-2016 23:00:00',27.81,0.0,37.13,0.207,0.00,3.12
'26-Dec-2016 00:00:00',26.11,0.0,41.28,0.241,0.00,2.81
'26-Dec-2016 01:00:00',24.09,0.0,47.51,0.079,0.00,2.49
'26-Dec-2016 02:00:00',22.62,0.0,52.21,0.087,0.00,2.28
'26-Dec-2016 03:00:00',26.69,0.0,40.22,2.811,0.00,2.99
'26-Dec-2016 04:00:00',29.18,0.0,33.38,4.096,0.00,3.38
'26-Dec-2016 05:00:00',29.26,0.0,33.06,4.826,0.11,3.40
'26-Dec-2016 06:00:00',29.24,0.0,33.22,5.345,11.71,3.40
'26-Dec-2016 07:00:00',29.20,0.0,34.20,5.108,65.81,3.40
'26-Dec-2016 08:00:00',29.66,0.0,35.21,2.191,136.58,3.52
'26-Dec-2016 09:00:00',27.63,0.0,45.49,1.840,177.45,3.21
'26-Dec-2016 10:00:00',24.98,0.0,55.64,0.488,247.64,2.74
'26-Dec-2016 11:00:00',25.31,0.0,57.91,0.981,429.05,2.84
'26-Dec-2016 12:00:00',25.69,0.0,56.69,0.956,410.70,2.90
'26-Dec-2016 13:00:00',23.55,0.0,57.02,2.632,112.79,2.50
'26-Dec-2016 14:00:00',21.46,0.0,68.94,1.221,148.43,2.27
'26-Dec-2016 15:00:00',20.60,0.2,73.22,0.509,120.23,2.18
'26-Dec-2016 16:00:00',19.06,1.0,88.10,0.113,78.59,2.11
'26-Dec-2016 17:00:00',19.01,0.2,85.43,0.361,82.28,2.07
'26-Dec-2016 18:00:00',19.44,0.2,88.03,0.765,72.30,2.15
'26-Dec-2016 19:00:00',19.13,0.0,84.50,0.528,53.79,2.08
'26-Dec-2016 20:00:00',19.36,0.0,84.13,0.467,27.47,2.10
'26-Dec-2016 21:00:00',19.19,0.0,83.28,1.049,2.14,2.07
'26-Dec-2016 22:00:00',18.37,0.0,86.78,1.968,0.00,1.99
'26-Dec-2016 23:00:00',17.75,0.0,88.00,0.019,0.00,1.92
'27-Dec-2016 00:00:00',17.47,0.0,88.85,0.580,0.00,1.89
'27-Dec-2016 01:00:00',17.13,0.0,87.88,0.331,0.00,1.84
'27-Dec-2016 02:00:00',17.42,0.0,87.83,0.094,0.00,1.87
'27-Dec-2016 03:00:00',17.76,0.0,88.45,0.022,0.00,1.92
'27-Dec-2016 04:00:00',17.87,0.0,89.63,0.059,0.00,1.95
'27-Dec-2016 05:00:00',17.86,0.0,90.43,0.012,0.08,1.95
'27-Dec-2016 06:00:00',17.88,0.0,90.83,0.003,5.99,1.96
'27-Dec-2016 07:00:00',18.39,0.0,90.35,0.070,41.24,2.03
'27-Dec-2016 08:00:00',19.09,0.0,87.20,0.175,77.14,2.09
'27-Dec-2016 09:00:00',19.55,0.0,86.30,0.486,149.40,2.15
'27-Dec-2016 10:00:00',20.77,0.0,82.23,0.692,277.71,2.29
'27-Dec-2016 11:00:00',22.24,0.0,77.26,0.689,314.26,2.47
'27-Dec-2016 12:00:00',24.07,0.2,71.73,0.548,306.59,2.73
'27-Dec-2016 13:00:00',25.88,0.0,65.75,0.847,325.48,3.02
'27-Dec-2016 14:00:00',26.24,0.0,65.58,1.230,236.36,3.10
'27-Dec-2016 15:00:00',26.47,0.0,65.21,0.452,131.60,3.14
'27-Dec-2016 16:00:00',26.87,0.0,63.56,0.087,112.94,3.19
'27-Dec-2016 17:00:00',26.87,0.0,64.19,0.237,109.26,3.20
'27-Dec-2016 18:00:00',25.81,0.0,72.29,0.013,57.15,3.07
'27-Dec-2016 19:00:00',25.11,0.0,78.01,0.069,27.62,2.98
'27-Dec-2016 20:00:00',24.04,0.4,88.03,0.235,6.45,2.88
'27-Dec-2016 21:00:00',23.60,0.2,90.28,0.882,0.09,2.82
'27-Dec-2016 22:00:00',23.28,0.0,86.88,1.211,0.00,2.73
'27-Dec-2016 23:00:00',23.17,0.0,81.70,1.149,0.00,2.66
'28-Dec-2016 00:00:00',22.54,0.6,85.35,1.720,0.00,2.60
'28-Dec-2016 01:00:00',22.68,0.0,81.28,1.685,0.00,2.58
'28-Dec-2016 02:00:00',23.13,0.0,75.57,0.620,0.00,2.60
'28-Dec-2016 03:00:00',22.98,0.0,76.10,0.454,0.00,2.57
'28-Dec-2016 04:00:00',22.92,0.0,76.28,0.509,0.00,2.57
'28-Dec-2016 05:00:00',25.54,0.0,61.98,1.858,0.03,2.97
'28-Dec-2016 06:00:00',29.01,0.0,44.72,4.621,6.86,3.47
'28-Dec-2016 07:00:00',29.24,0.0,43.16,5.124,28.18,3.50
'28-Dec-2016 08:00:00',29.58,0.0,42.01,7.006,100.90,3.57
'28-Dec-2016 09:00:00',29.51,0.0,41.93,6.183,62.34,3.55
'28-Dec-2016 10:00:00',28.22,0.0,46.59,3.119,47.51,3.31
'28-Dec-2016 11:00:00',28.51,0.0,45.45,3.126,107.20,3.37
'28-Dec-2016 12:00:00',27.83,0.0,46.46,5.080,114.86,3.23
'28-Dec-2016 13:00:00',30.05,0.0,41.19,7.675,559.96,3.68
'28-Dec-2016 14:00:00',31.13,0.0,40.37,9.208,627.75,3.94
'28-Dec-2016 15:00:00',32.46,0.0,39.01,8.470,779.38,4.28
'28-Dec-2016 16:00:00',33.70,0.0,36.83,7.636,698.25,4.61
'28-Dec-2016 17:00:00',34.45,0.0,36.09,7.136,339.56,4.83
'28-Dec-2016 18:00:00',35.31,0.0,35.55,5.146,150.56,5.08
'28-Dec-2016 19:00:00',36.30,0.0,35.73,4.504,56.41,5.40
'28-Dec-2016 20:00:00',35.31,0.0,37.00,2.961,20.53,5.11
'28-Dec-2016 21:00:00',31.92,0.0,41.75,2.244,0.78,4.17
'28-Dec-2016 22:00:00',26.15,0.0,64.73,2.198,0.00,3.08
'28-Dec-2016 23:00:00',24.31,0.0,72.40,1.149,0.00,2.77
'29-Dec-2016 00:00:00',23.69,0.0,74.57,0.161,0.00,2.68
'29-Dec-2016 01:00:00',23.20,0.0,77.38,0.161,0.00,2.62
'29-Dec-2016 02:00:00',23.38,0.0,77.52,0.113,0.00,2.66
'29-Dec-2016 03:00:00',22.93,0.0,79.42,0.415,0.00,2.60
'29-Dec-2016 04:00:00',22.46,0.0,81.30,0.088,0.00,2.54
'29-Dec-2016 05:00:00',22.52,0.0,81.53,0.083,0.05,2.55
'29-Dec-2016 06:00:00',26.00,0.0,67.05,1.565,6.83,3.10
'29-Dec-2016 07:00:00',28.99,0.0,54.91,3.541,63.01,3.56
'29-Dec-2016 08:00:00',29.42,0.0,54.93,3.948,109.30,3.66
'29-Dec-2016 09:00:00',30.11,0.0,54.94,4.373,219.29,3.83
'29-Dec-2016 10:00:00',31.00,0.0,53.64,5.392,336.74,4.04
'29-Dec-2016 11:00:00',31.53,0.0,53.51,5.277,352.29,4.17
'29-Dec-2016 12:00:00',32.57,0.0,51.97,5.381,625.06,4.44
'29-Dec-2016 13:00:00',33.39,0.0,49.95,4.507,584.85,4.66
'29-Dec-2016 14:00:00',30.37,0.0,63.13,2.428,248.14,4.03
'29-Dec-2016 15:00:00',26.90,21.2,79.68,2.043,60.87,3.39
